family,species,plant,LM,SEM,TEM
Iridaceae,Sisyrinchium iridifolium,[],"['2016483', '2016484']",[],[]
Rutaceae,Skimmia japonica,[],"['2013593', '2013594']",[],[]
Asteraceae,Smallanthus sonchifolius,['1020480'],[],"['1020481', '1020482', '1020483']",[]
Asparagaceae,Smilacina stellata,['1011342'],[],"['1011343', '1011344', '1011345']",[]
Smilacaceae,Smilax aspera,[],"['2013953', '2013954']",[],[]
Smilacaceae,Smilax spinosa,['2005089'],[],"['2005096', '2005098', '2005091']",[]
Apiaceae,Smyrnium perfoliatum,[],"['1012766', '2012439']","['1012767', '1012768', '1012769']","['1012773', '1012774', '1012776']"
Solanaceae,Solandra grandiflora,[],"['2015721', '2015722']",[],[]
Solanaceae,Solandra longiflora,['1019970'],[],"['1019971', '1019972', '1019973']",[]
Solanaceae,Solandra maxima,['1200716'],[],"['1200714', '1200718', '1200713']",[]
Solanaceae,Solanum abutiloides,['2000295'],[],"['2000299', '2000303', '2000296']",[]
Solanaceae,Solanum dulcamara,['1022372'],"['1022374', '1022375']","['1022377', '1022378', '1022379']","['1022385', '1022386', '1022387']"
Solanaceae,Solanum lycopersicum,[],"['2015823', '2015824']",[],[]
Solanaceae,Solanum nigrum,['1012738'],"['2013036', '2013037']","['1012739', '1012740', '1012741']",[]
Solanaceae,Solanum quitoense,['2007478'],[],"['2007481', '2007482', '2007486']",[]
Solanaceae,Solanum rantonnetii,[],"['2015505', '2015506']",[],[]
Solanaceae,Solanum torvum,[],[],"['2001251', '2001249', '2001252']",[]
Solanaceae,Solanum tuberosum,[],"['2013042', '2013043']",[],[]
Primulaceae,Soldanella alpina,[],"['2012592', '2012593']","['1012726', '1012727', '1012728']",[]
Primulaceae,Soldanella austriaca,['2009013'],[],"['2009014', '2009017', '2009018']",[]
Primulaceae,Soldanella major,[],"['2016495', '2016496']",[],[]
Primulaceae,Soldanella minima,['2007371'],[],"['2007372', '2007377', '2007376']",[]
Primulaceae,Soldanella pusilla,['1016976'],[],"['1016977', '1016978', '1016979']",[]
Campanulaceae,Solenopsis minuta,['1011178'],[],"['1011179', '1011180', '1011181']",[]
Asteraceae,Solidago canadensis,['1021691'],"['1021693', '1021694']","['1021697', '1021698', '1021699']","['1021704', '1021705', '1021706']"
Asteraceae,Solidago gigantea,['1019623'],"['2013449', '2013450']","['1019624', '1019625', '1019626']",[]
Asteraceae,Solidago virgaurea,['1011767'],"['2013443', '2013444']","['1011768', '1011769', '1011770']",[]
Pittosporaceae,Sollya heterophylla,['1015316'],[],"['1015317', '1015318', '1015319']",[]
Rubiaceae,Sommera donnell-smithii,['2009762'],[],"['2009767', '2009769', '2009763']",[]
Asteraceae,Sonchus arvensis,[],"['2013746', '2013747']",[],[]
Asteraceae,Sonchus asper,[],"['2013752', '2013753']",[],[]
Asteraceae,Sonchus oleraceus,[],"['2013755', '2013756']",[],[]
Asteraceae,Sonchus palustris,[],"['2013749', '2013750']",[],[]
Asteraceae,Sonchus tenerrimus,[],"['2013758', '2013759']",[],[]
Fabaceae,Sophora crysophylla,[],"['2016645', '2016646']",[],[]
Fabaceae,Sophora japonica,[],"['2011845', '2011846']",[],[]
Fabaceae,Sophora tetraptera,['1019457'],"['2016375', '2016376']","['1019458', '1019459', '1019460']",[]
Rosaceae,Sorbaria sorbifolia,[],"['2015478', '2015479']","['2001282', '2001277', '2001275']",[]
Rosaceae,Sorbaria tomentosa,[],"['2016444', '2016445']",[],[]
Rosaceae,Sorbus americana,[],"['2011338', '2011339']",[],[]
Rosaceae,Sorbus aria,['1011088'],[],"['1011089', '1011090', '1011091']",[]
Rosaceae,Sorbus aucuparia,['1022151'],"['2011794', '2011795']","['1022152', '1022153', '1022154']",[]
Rosaceae,Sorbus austriaca,[],"['2015160', '2015161']",[],[]
Rosaceae,Sorbus graeca,[],"['2015157', '2015158']",[],[]
Rosaceae,Sorbus latifolia,[],"['2011323', '2011324']",[],[]
Rosaceae,Sorbus torminalis,['1013161'],"['2011797', '2011798']","['1013162', '1013163', '1013164']",[]
Rosaceae,Sorbus umbellata,[],"['2016114', '2016115']",[],[]
Poaceae,Sorghum halepense,[],[],"['1017377', '1017378', '1017379']",[]
Poaceae,Sorghum subglabrescens,[],"['2016288', '2016289']",[],[]
Typhaceae,Sparganium erectum,['1013378'],"['2015166', '2015167']","['1013379', '1013380', '1013381']",[]
Malvaceae,Sparmannia africana,['2002797'],[],"['2002809', '2002800', '2002806']",[]
Fabaceae,Spartium junceum,['1015113'],"['2015169', '2015170']","['1015115', '1015116', '1015117']",[]
Araceae,Spathiphyllum cannifolium,[],[],"['1020487', '1020488', '1020489']",[]
Araceae,Spathiphyllum wallisii,['2018306'],"['2015544', '2015545']","['2018308', '2018309', '2018314']",[]
Caryophyllaceae,Spergularia bocconei,[],[],"['2001691', '2001692', '2001690']",[]
Caryophyllaceae,Spergularia maritima,[],"['2014307', '2014308']",[],[]
Caryophyllaceae,Spergularia media,['1010348'],"['1015595', '1015596']","['1010349', '1010350', '1010351']","['1015598', '1015599', '1015600']"
Rubiaceae,Spermacoce ocymifolia,['2007710'],[],"['2008079', '2008081', '2008077']",[]
Malvaceae,Sphaeralcea coccinea,['2010624'],[],"['2010633', '2010630', '2010629']",[]
Asteraceae,Sphagneticola trilobata,['2009157'],[],"['2004144', '2004142', '2004138']",[]
Sphenocleaceae,Sphenoclea zeylanica,['2007804'],[],"['2007807', '2007805', '2007806']",[]
Asteraceae,Spilanthes acmella,[],[],"['1019940', '1019939', '1019941']",[]
Rosaceae,Spiraea chamaedryfolia,[],"['2015172', '2015173']",[],[]
Rosaceae,Spiraea oblongifolia,[],"['2015436', '2015437']",[],[]
Orchidaceae,Spiranthes cernua,['1202906'],[],"['1202907', '1202911', '1202914']",[]
Orchidaceae,Spiranthes spiralis,['1020519'],[],"['1020520', '1020521', '1020522']",[]
Lamiaceae,Stachys alpina,[],"['2012952', '2012953']",[],[]
Lamiaceae,Stachys annua,['1211957'],"['1211960', '1211961']","['1019871', '1211973', '1019872']","['1211978', '1211980', '1211977']"
Lamiaceae,Stachys byzantina,[],"['2017560', '2017561']",[],[]
Lamiaceae,Stachys cretica,[],[],"['1212372', '1212374', '1212376']",[]
Lamiaceae,Stachys germanica,['1010653'],[],"['1010654', '1010655', '1010656']",[]
Lamiaceae,Stachys officinalis,[],"['2015355', '2015356']",[],[]
Lamiaceae,Stachys palustris,['1211983'],"['1211982', '1211985']","['1018562', '1211993', '1211996']","['1212003', '1212000', '1212005']"
Lamiaceae,Stachys recta,['1010990'],"['2014163', '2014164']","['1010991', '1010992', '1010993']",[]
Lamiaceae,Stachys spinulosa,[],[],"['1210891', '1210894', '1210890']",[]
Lamiaceae,Stachys sylvatica,['1015817'],"['2012949', '2012950']","['1015818', '1015819', '1015821']",[]
Stachyuraceae,Stachyurus praecox,['1017139'],"['2014031', '2014032']","['1017140', '1017141', '1017142']",[]
Asteraceae,Staehelina fruticosa,['1011185'],[],"['1011187', '1011188', '1011189']",[]
Commelinaceae,Stanfieldiella imperforata,['1014813'],[],"['1014814', '1014815', '1014816']",[]
Orchidaceae,Stanhopea oculata,['1202415'],[],"['1202410', '1202412', '1202418']",[]
Apocynaceae,Stapelia gigantea,[],[],"['2010636', '2010634', '2010635']",[]
Apocynaceae,Stapelia leendertziae,[],[],"['1214202', '1214203', '1214200']",[]
Apocynaceae,Stapelia pulvinata,['1013762'],[],"['1013764', '1013765', '1013766']",[]
Staphyleaceae,Staphylea pinnata,['1208397'],"['2014151', '2014152']","['1011686', '1011687', '1011688']",[]
Caryophyllaceae,Stellaria aquatica,[],"['2011104', '2011105']","['2003272', '2003277', '2003275']",[]
Caryophyllaceae,Stellaria graminea,['1013052'],[],"['1013053', '1013054', '1013057']",[]
Caryophyllaceae,Stellaria holostea,['1016189'],"['2011083', '2011084']","['1016190', '1016191', '1016192']",[]
Caryophyllaceae,Stellaria media,['1017400'],"['2011080', '2011081']","['1020148', '1017401', '1017402']",[]
Caryophyllaceae,Stellaria neglecta,['1209658'],[],"['1209657', '1209661', '1209659']",[]
Caryophyllaceae,Stellaria nemorum,['2006608'],"['2011077', '2011078']","['2006614', '2006610', '2006611']",[]
Acanthaceae,Stenandriopsis guineensis,[],[],"['1019673', '1019671', '1019672']",[]
Acanthaceae,Stenandrium dulce,[],[],"['1016667', '1016668', '1016669']",[]
Apocynaceae,Stephanotis floribunda,[],[],"['1203716', '1203718', '1203721']",[]
Malvaceae,Sterculia laevis,[],[],"['1216360', '1216354', '1216359']",[]
Amaryllidaceae,Sternbergia lutea,['2010639'],[],"['2010646', '2010645', '2010649']",[]
Araceae,Steudnera assamica,[],[],"['1021772', '1021773', '1021775']","['1021779', '1021780']"
Araceae,Steudnera henryana,[],[],"['1021781', '1021783', '1021784']",[]
Orchidaceae,Steveniella satyrioides,['1201004'],[],"['1201001', '1200998', '1201003']",[]
Asteraceae,Stevia lucida,['2001534'],[],"['2001541', '2001539', '2001536']",[]
Asteraceae,Stevia rebaudiana,[],"['2015691', '2015692']","['1018355', '1018356', '1018357']",[]
Malpighiaceae,Stigmaphyllon lindenianum,['2004819'],[],"['2004821', '2004824', '2004823']",[]
Poaceae,Stipa eriocaulis,['1018296'],[],"['1018297', '1018298', '1018299']",[]
Rosaceae,Stranvesia davidiana,[],"['2011107', '2011109']",[],[]
Hydrocharitaceae,Stratiotes aloides,['1012061'],[],"['1012062', '1012063', '1012064']",[]
Bromeliaceae,Streptocalyx poeppigii,[],[],"['1018239', '1018240', '1018241']",[]
Gesneriaceae,Streptocarpus nobilis,['1205761'],[],"['1205751', '1205754', '1205753']",[]
Gesneriaceae,Streptocarpus prolixus,['1216046'],[],"['1216048', '1216050', '1216045']",[]
Gesneriaceae,Streptocarpus saxorum,['1013610'],[],"['1013612', '1013613', '1013614']",[]
Liliaceae,Streptopus amplexifolius,[],"['2013932', '2013933']",[],[]
Acanthaceae,Strobilanthes roseus,['1019104'],[],"['1019105', '1019106', '1019107']",[]
Cactaceae,Strombocactus disciformis,['2004497'],[],"['2004499', '2004502', '2004506']",[]
Apocynaceae,Strophanthus gratus,['2010448'],[],"['2010455', '2010457', '2010456']",[]
Loranthaceae,Struthanthus orbicularis,['2006513'],[],"['2006519', '2006522', '2006521']",[]
Stylidiaceae,Stylidium debile,['1212521'],[],"['1212518', '1212517', '1212515']",[]
Araceae,Stylochaeton bogneri,[],[],"['1021984', '1021985', '1021986']",[]
Araceae,Stylochaeton zenkeri,[],[],"['1014403', '1014402', '1020027']","['1014962', '1014963', '1014964']"
Fabaceae,Styphnolobium japonicum,[],[],"['2004114', '2004116', '2004120']",[]
Styracaceae,Styrax obassia,[],[],"['1013768', '1013769', '1013770']",[]
Styracaceae,Styrax officinalis,[],"['2012637', '2012638']",[],[]
Amaranthaceae,Suaeda maritima,['2006617'],[],"['2006622', '2006618', '2006623']",[]
Amaranthaceae,Suaeda prostrata,[],"['2015703', '2015704']",[],[]
Cactaceae,Submatucana aurantiaca,['1013293'],[],"['1013294', '1013295', '1013296']",[]
Caprifoliaceae,Succisa pratensis,['1203109'],"['2017954', '2017955']","['1203105', '1203101', '1203104']",[]
Caprifoliaceae,Succisella inflexa,[],"['2015181', '2015182']",[],[]
Cactaceae,Sulcorebutia steinbachii,['1017384'],[],"['1017386', '1017387', '1017388']",[]
Fabaceae,Swainsona formosa,['2002500'],[],"['2002501', '2002503', '2002506']",[]
Fabaceae,Swainsona greyana,[],"['2016465', '2016466']",[],[]
Gentianaceae,Swertia perennis,['1010689'],"['2012697', '2012698']","['1010690', '1010691', '1010692']",[]
Caprifoliaceae,Symphoricarpos rivularis,['1013813'],"['2013297', '2013298']","['1013814', '1013815', '1013816']",[]
Asteraceae,Symphyotrichum lanceolatum,['1213249'],[],"['1213245', '1213246', '1213243']",[]
Boraginaceae,Symphytum asperum,['1201673'],[],"['1201667', '1201668', '1201672']",[]
Boraginaceae,Symphytum caucasicum,['1010524'],[],"['1010525', '1010526', '1010527']",[]
Boraginaceae,Symphytum creticum,[],[],"['1010148', '1010149', '1010150']",[]
Boraginaceae,Symphytum officinale,['1022158'],"['2012787', '2012788']","['1022159', '1022160', '1022161']",[]
Boraginaceae,Symphytum orientale,[],[],"['1010739', '1010740', '1010741']",[]
Boraginaceae,Symphytum tuberosum,['1011374'],"['2012790', '2012791']","['1011375', '1011376', '1011377']",[]
Araceae,Symplocarpus foetidus,[],[],"['1022040', '1022041', '1022042']",[]
Asteraceae,Syneilesis palmata,[],[],"['2007117', '2007115', '2007113']",[]
Oleaceae,Syringa laciniata,[],"['2011116', '2011117']",[],[]
Oleaceae,Syringa reticulata,[],[],"['2000104', '2000102', '2000100']",[]
Oleaceae,Syringa vulgaris,['2004153'],"['2004158', '2004155']","['1016844', '1016845', '1016846']","['2004148', '2004147', '2004149']"
Myrtaceae,Syzygium cumini,[],"['2015769', '2015770']",[],[]
Myrtaceae,Syzygium malaccense,[],"['2015946', '2015947']",[],[]
Bignoniaceae,Tabebuia rosea,['2002533'],[],"['2002534', '2002540', '2002536']",[]
Apocynaceae,Tabernaemontana simulans,['2006163'],[],"['2006169', '2006170', '2006167']",[]
Portulacaceae,Talinum paniculatum,['1017811'],[],"['1017812', '1017813', '1017814']",[]
Tamaricaceae,Tamarix africana,['2000473'],[],"['2000475', '2000476', '2000478']",[]
Tamaricaceae,Tamarix boveana,['2000454'],[],"['2000461', '2000462', '2000456']",[]
Tamaricaceae,Tamarix gallica,['1017126'],[],"['1017127', '1017128', '1017129']",[]
Tamaricaceae,Tamarix parviflora,[],"['2016141', '2016142']",[],[]
Tamaricaceae,Tamarix tetrandra,['1018458'],"['2014157', '2014158']","['1018460', '1018461', '1018462']",[]
Asteraceae,Tanacetum cinerariifolium,['2003232'],[],"['1018108', '1018109', '2003234']",[]
Asteraceae,Tanacetum corymbosum,['1019245'],"['2015190', '2015191']","['1019246', '1019247', '1019248']",[]
Asteraceae,Tanacetum parthenium,['1011826'],"['2015193', '2015194']","['1011827', '1011828', '1011830']",[]
Asteraceae,Tanacetum vulgare,['1022277'],"['2015196', '2015197']","['1022278', '1022279', '1022280']",[]
Asteraceae,Taraxacum bessarabicum,[],"['2016753', '2016754']",[],[]
Asteraceae,Taraxacum laevigatum,[],"['2013737', '2013738']",[],[]
Asteraceae,Taraxacum officinale,['1022439'],"['1022441', '1022442']","['1022444', '1022445', '1022446']","['1022450', '1022451', '1022452']"
Asteraceae,Taraxacum serotinum,[],"['2015199', '2015200']",[],[]
Cupressaceae,Taxodium distichum,[],"['2016828', '2016829']","['2010403', '2010404', '2010406']",[]
Cupressaceae,Taxodium mucronatum,[],"['2010389', '2010390']","['2010393', '2010394', '2010396']",[]
Taxaceae,Taxus baccata,['1010466'],"['2010900', '2010901']","['1010467', '1010468', '1010469']",[]
Bignoniaceae,Tecoma stans,['2001770'],[],"['2001771', '2001773', '2001777']",[]
Bignoniaceae,Tecomaria capensis,[],"['2015595', '2015596']",[],[]
Asteraceae,Telekia speciosa,['1015366'],"['2013491', '2013492']","['1015368', '1015369', '1015370']",[]
Caryophyllaceae,Telephium imperati,['2018352'],[],"['2018353', '2018354', '2018355']",[]
Saxifragaceae,Tellima grandiflora,[],"['2011119', '2011120']","['2005424', '2005429', '2005423']",[]
Asteraceae,Tephroseris balbisiana,['2001744'],[],"['2001745', '2001748', '2001751']",[]
Asteraceae,Tephroseris crispa,[],"['2014208', '2014209']",[],[]
Asteraceae,Tephroseris integrifolia,[],"['2013599', '2013600']",[],[]
Combretaceae,Terminalia catappa,[],"['2016021', '2016022']",[],[]
Rutaceae,Tetradium daniellii,['1208410'],"['2016909', '2016910']","['1205949', '1205942', '1205943']",[]
Zygophyllaceae,Tetraena qatarensis,['2005610'],[],"['2005615', '2005617', '2005612']",[]
Aizoaceae,Tetragonia tetragonoides,['2002811'],[],"['2002819', '2002817', '2002812']",[]
Asteraceae,Tetragonotheca helianthoides,['1212753'],[],"['1212746', '1212751', '1212745']",[]
Acanthaceae,Tetramerium nervosum,[],[],"['1013938', '1013937', '1013939']",[]
Gentianaceae,Tetrapollinia caerulescens,[],[],"['1206489', '1206485', '1206488']",[]
Lamiaceae,Teucrium botrys,[],"['2012859', '2012860']",[],[]
Lamiaceae,Teucrium capitatum,['2003091'],[],"['2003095', '2003094', '2003093']",[]
Lamiaceae,Teucrium chamaedrys,['1013429'],"['2012862', '2012863']","['1013430', '1013431', '1013433']","['1022024', '1022025', '1022026']"
Lamiaceae,Teucrium flavum,[],"['2018071', '2018072']",[],[]
Lamiaceae,Teucrium marum,[],"['2012865', '2012866']",[],[]
Lamiaceae,Teucrium montanum,['1018826'],"['2012871', '2012872']","['1018827', '1018828', '1018829']",[]
Lamiaceae,Teucrium pyrenaicum,['1019200'],[],"['1019201', '1019202', '1019203']",[]
Lamiaceae,Teucrium scorodonia,[],"['2012868', '2012869']",[],[]
Ranunculaceae,Thalictrum aquilegiifolium,['1010222'],"['1010223', '1010224']","['1010227', '1010228', '1010229']","['1020060', '1020061']"
Ranunculaceae,Thalictrum flavum,['1020850'],"['1020851', '1020852']","['1020855', '1020856', '1020857']","['1020861', '1020862', '1020863']"
Ranunculaceae,Thalictrum foetidum,['2001938'],[],"['2001945', '2001939', '2001942']",[]
Ranunculaceae,Thalictrum lucidum,['1020780'],"['1020781', '1020782']","['1020785', '1020786', '1020787']","['1020791', '1020792', '1020793']"
Ranunculaceae,Thalictrum minus,['1015143'],[],"['1015144', '1015145', '1015146']",[]
Ranunculaceae,Thalictrum simplex,['2007050'],"['2015205', '2015206']","['2007055', '2007053', '2007054']",[]
Podostemaceae,Thelethylax minutiflora,[],[],"['1014789', '1014790', '1014791']",[]
Cactaceae,Thelocactus rinconensis,['1018021'],[],"['1018023', '1018024', '1018025']",[]
Malvaceae,Theobroma cacao,['1014392'],"['2015238', '2015239']","['1014395', '1014396', '1014397']",[]
Santalaceae,Thesium alpinum,['1018156'],"['2011005', '2011006']","['1018157', '1018158', '1018159']",[]
Santalaceae,Thesium bavarum,[],"['2015208', '2015209']",[],[]
Santalaceae,Thesium bergeri,[],[],"['2001716', '2001715', '2001718']",[]
Santalaceae,Thesium divaricatum,['2008715'],[],"['2008716', '2008720', '2008717']",[]
Santalaceae,Thesium dollineri,['1210262'],"['2015211', '2015212']","['1209828', '1209827', '1209829']",[]
Santalaceae,Thesium linophyllon,['1011205'],[],"['1011206', '1011207', '1011208']",[]
Santalaceae,Thesium linophyllum,[],"['2015214', '2015215']",[],[]
Santalaceae,Thesium pyrenaicum,['2009161'],[],"['2009167', '2009163', '2009169']",[]
Santalaceae,Thesium ramosum,['1210787'],[],"['1210780', '1210779', '1210784']",[]
Cucurbitaceae,Thladiantha dubia,[],"['2015217', '2015218']",[],[]
Cucurbitaceae,Thladiantha hookeri,[],[],"['1015913', '1015914', '1015915']",[]
Brassicaceae,Thlaspi arvense,[],"['2011542', '2011543']","['1016372', '1016373', '1016374']",[]
Brassicaceae,Thlaspi montanum,['1016121'],"['2017017', '2017018']","['1016122', '1016123', '1016124']",[]
Brassicaceae,Thlaspi perfoliatum,['1013636'],[],"['1013637', '1013638', '1013639']",[]
Acanthaceae,Thunbergia alata,[],"['2015178', '2015179']","['1011054', '1011055', '1011056']",[]
Acanthaceae,Thunbergia grandiflora,[],"['2016342', '2016343']",[],[]
Acanthaceae,Thunbergia laurifolia,['2005620'],"['2009374', '2009375']","['2005625', '2005627', '2005624']",[]
Thymelaeaceae,Thymelaea hirsuta,[],"['2012280', '2012281']",[],[]
Thymelaeaceae,Thymelaea passerina,['1019859'],[],"['1019860', '1019861', '1019862']",[]
Thymelaeaceae,Thymelaea tartonraira,[],[],"['1212391', '1212389', '1212390']",[]
Lamiaceae,Thymus bracteosus,['2009263'],[],"['2009269', '2009268', '2009265']",[]
Lamiaceae,Thymus caespititius,[],"['2015772', '2015773']",[],[]
Lamiaceae,Thymus kosteleckianus,[],"['2015220', '2015221']",[],[]
Lamiaceae,Thymus odoratissimus,['1212013'],"['1212014', '1212021']","['1212025', '1212024', '2001995']","['1212041', '1212035', '1212033']"
Lamiaceae,Thymus praecox,['2001918'],"['2015223', '2015224']","['2001925', '2001921', '2001927']",[]
Lamiaceae,Thymus pulegioides,[],[],"['1011074', '1011075', '1011076']",[]
Lamiaceae,Thymus vulgaris,[],"['2012994', '2012995']",[],[]
Saxifragaceae,Tiarella cordifolia,['2004827'],[],"['2004836', '2004835', '2004834']",[]
Amaranthaceae,Tidestromia oblongifolia,[],"['2016009', '2016010']",[],[]
Malvaceae,Tilia americana,[],"['2014271', '2014272']",[],[]
Malvaceae,Tilia cordata,[],"['2012241', '2012242']","['1020369', '1020370', '1020371']",[]
Malvaceae,Tilia euchlora,['1022863'],"['1022866', '1022867']","['1022869', '1022870', '1022871']",[]
Malvaceae,Tilia platyphyllos,[],"['2012235', '2012236']","['1011670', '1011671', '1011672']","['1021223', '1021224', '1021225']"
Malvaceae,Tilia tomentosa,['1022877'],"['1022880', '1022881']","['1022883', '1022884', '1022885']","['1022890', '1022891', '1022892']"
Bromeliaceae,Tillandsia adpressiflora,[],[],"['2008890', '2008895', '2008893']",[]
Bromeliaceae,Tillandsia amicorum,[],[],"['1011886', '1011887', '1011888']",[]
Bromeliaceae,Tillandsia bandensis,['1200385'],[],"['1200380', '1200383', '1200384']",[]
Bromeliaceae,Tillandsia botteri,[],[],"['1014404', '1014405', '1014406']",[]
Bromeliaceae,Tillandsia carnosa,[],[],"['2008361', '2008359', '2008356']",[]
Bromeliaceae,Tillandsia curvispica,[],[],"['1017786', '1017787', '1017788']",[]
Bromeliaceae,Tillandsia denudata,[],[],"['1018979', '1018980', '1018981']",[]
Bromeliaceae,Tillandsia didistichoides,[],[],"['1215424', '1215426', '1215423']",[]
Bromeliaceae,Tillandsia divaricata,[],[],"['1019738', '1019739', '1019740']",[]
Bromeliaceae,Tillandsia grandis,[],[],"['1011403', '1011402', '1011404']",[]
Bromeliaceae,Tillandsia guatemalensis,[],[],"['1016661', '1016662', '1016663']",[]
Bromeliaceae,Tillandsia hamaleana,[],[],"['1215357', '1215356', '1215354']",[]
Bromeliaceae,Tillandsia hildae,[],[],"['1010800', '1010801', '1010802']",[]
Bromeliaceae,Tillandsia juerg-rutschmannii,[],[],"['1019645', '1019646', '1019647']",[]
Bromeliaceae,Tillandsia lymanii,[],[],"['1010532', '1010533', '1010534']",[]
Bromeliaceae,Tillandsia maxima,[],[],"['1020222', '1020223', '1020224']",[]
Bromeliaceae,Tillandsia multicaulis,[],[],"['2006942', '2006944', '2006943']",[]
Bromeliaceae,Tillandsia pamelae,[],[],"['1211062', '1211066', '1211067']",[]
Bromeliaceae,Tillandsia rubia,[],[],"['1013671', '1013672', '1013673']",[]
Bromeliaceae,Tillandsia tenuifolia,['1215936'],[],"['1215932', '1215933', '1215929']",[]
Bromeliaceae,Tillandsia toropiensis,['1020307'],[],"['1020308', '1020309', '1020310']",[]
Asteraceae,Tithonia diversifolia,[],"['2015991', '2015992']",[],[]
Asteraceae,Tithonia tubaeformis,[],"['2016345', '2016346']",[],[]
Tofieldiaceae,Tofieldia calyculata,['1208418'],[],"['1017208', '1017209', '1017210']",[]
Tofieldiaceae,Tofieldia pusilla,['2009503'],[],"['2009505', '2009509', '2009508']",[]
Asteraceae,Tolpis staticifolia,[],[],"['2004127', '2004122', '2004123']",[]
Apiaceae,Tordylium apulum,[],"['2012502', '2012503']",[],[]
Linderniaceae,Torenia fournieri,['2010312'],[],"['2010322', '2010317', '2010318']",[]
Apiaceae,Torilis arvensis,['1015156'],[],"['1015157', '1015158', '1015159']",[]
Apiaceae,Torilis japonica,[],"['2012511', '2012512']",[],[]
Apiaceae,Torilis webbii,[],[],"['1214152', '1214155', '1214151']",[]
Tovariaceae,Tovaria pendula,['2005519'],[],"['2005524', '2005528', '2005525']",[]
Orobanchaceae,Tozzia alpina,[],"['2013225', '2013226']",[],[]
Campanulaceae,Trachelium caeruleum,[],"['2013419', '2013420']",[],[]
Arecaceae,Trachycarpus fortunei,[],"['2016840', '2016841']",[],[]
Apiaceae,Trachymene coerulea,[],[],"['2007123', '2007128', '2007122']",[]
Commelinaceae,Tradescantia spathacea,['2018413'],[],"['2018419', '2018415', '2018414']",[]
Asteraceae,Tragopogon dubius,['1011993'],"['2015229', '2015230']","['1011994', '1011995', '1011996']",[]
Asteraceae,Tragopogon orientalis,['1012598'],"['2014211', '2014212']","['1012599', '1012600', '1012601']",[]
Asteraceae,Tragopogon pratensis,[],"['2013725', '2013726']",[],[]
Orchidaceae,Traunsteinera globosa,['1020600'],[],"['1020602', '1020603', '1020604']",[]
Ranunculaceae,Trautvetteria carolinensis,[],[],"['2007131', '2007136', '2007135']",[]
Araliaceae,Trevesia palmata,['1020458'],[],"['1020461', '1020462', '1020463']",[]
Zygophyllaceae,Tribulus hirsutus,[],"['2016459', '2016460']",[],[]
Zygophyllaceae,Tribulus terrestris,['2018364'],"['2012100', '2012101']","['2018366', '2018367', '2018370']",[]
Zygophyllaceae,Tribulus zeyheri,[],"['2016075', '2016076']",[],[]
Aizoaceae,Trichodiadema mirabile,['1206126'],[],"['1206124', '1206122', '1206129']",[]
Cyperaceae,Trichophorum cespitosum,['2005699'],[],"['2005705', '2005700', '2005701']",[]
Cucurbitaceae,Trichosanthes anguina,[],[],"['1019983', '1019984', '1019987']",[]
Cucurbitaceae,Trichosanthes cucumerina,['2009723'],[],"['2009731', '2009725', '2009729']",[]
Malvaceae,Trichospermum galeottii,['2017085'],[],"['2017093', '2017087', '2017090']",[]
Phytolaccaceae,Trichostigma peruvianum,['1201739'],[],"['1201740', '1201741', '1201742']",[]
Asteraceae,Tridax procumbens,[],[],"['2009643', '2009638', '2009639']",[]
Fabaceae,Trifolium alpestre,['1015824'],[],"['1015825', '1015826', '1015828']",[]
Fabaceae,Trifolium alpinum,['1206439'],"['2012019', '2012020']","['1206415', '1206413', '1206411']",[]
Fabaceae,Trifolium badium,['1214276'],[],"['1214274', '1214273', '1214270']",[]
Fabaceae,Trifolium boissieri,[],[],"['1214038', '1214034', '1214037']",[]
Fabaceae,Trifolium campestre,['1014258'],"['2003125', '2003126']","['1014259', '1014260', '1014261']",[]
Fabaceae,Trifolium fragiferum,[],"['2012022', '2012023']",[],[]
Fabaceae,Trifolium hybridum,[],"['2012013', '2012014']",[],[]
Fabaceae,Trifolium lappaceum,[],"['2015244', '2015245']",[],[]
Fabaceae,Trifolium medium,[],"['2012028', '2012029']",[],[]
Fabaceae,Trifolium montanum,['1010551'],"['2012016', '2012017']","['1010552', '1010553', '1010554']",[]
Fabaceae,Trifolium nigrescens,[],"['2015889', '2015890']",[],[]
Fabaceae,Trifolium pallescens,[],[],"['1216309', '1216311', '1216305']",[]
Fabaceae,Trifolium pannonicum,[],[],"['2004627', '2004632', '2004628']",[]
Fabaceae,Trifolium patens,[],[],"['2001809', '2001814', '2001810']",[]
Fabaceae,Trifolium pratense,[],"['2012025', '2012026']","['1014530', '1014531', '1014532']",[]
Fabaceae,Trifolium repens,['1017057'],"['2012010', '2012011']","['1014524', '1014525', '1014526']",[]
Fabaceae,Trifolium rubens,['1014127'],[],"['1014128', '1014129', '1014130']",[]
Fabaceae,Trifolium scabrum,[],[],"['2009775', '2009771', '2009774']",[]
Fabaceae,Trifolium stellatum,[],[],"['2009781', '2009779', '2009783']",[]
Fabaceae,Trifolium tomentosum,[],[],"['1216390', '1216392', '1216394']",[]
Juncaginaceae,Triglochin maritima,[],[],"['1017232', '1017233', '1017234']",[]
Fabaceae,Trigonella corniculata,[],"['2011995', '2011996']",[],[]
Melanthiaceae,Trillium chloropetalum,['1011941'],[],"['1011943', '1011944', '1011945']",[]
Melanthiaceae,Trillium grandiflorum,['1013325'],[],"['1013326', '1013327', '1013328']",[]
